frecuencia,perdida_agregada
67,602496.2392420261
93,746362.65396391
89,802121.1850860264
81,533444.9302202614
82,662587.3700798006
89,599699.8761167355
82,600985.3692890403
77,669622.0159108288
92,665043.1605615731
86,626467.7140209085
75,664558.2891300776
73,739391.7832596524
90,584601.4196883072
81,608347.5546930755
93,571178.600742333
73,512306.5700885432
84,662076.8950475192
68,386324.02164240764
73,529576.7307703757
78,554581.6813625826
65,423879.1639810944
87,693612.634518176
70,447857.34584010247
63,486014.24816101114
79,685501.1863884242
92,648330.130986578
82,571420.1042767103
93,697287.3859519686
75,528144.2223156261
78,664053.7447786672
79,559935.9365492243
65,506052.7800948922
81,563901.3536720304
97,687789.8931524304
74,398633.07014801
69,463441.64518047246
63,528472.7468264172
94,683078.4074890931
81,644754.1540887649
81,544066.552876141
88,622400.9935716761
76,529015.5265113958
99,681499.7274839927
79,610794.0128893404
71,700857.1119561703
74,530819.9265278352
69,578462.7353096023
78,564712.9545112614
76,466399.04410894454
77,595592.8866573945
73,576014.3057477719
90,720766.9095724688
79,701631.2759792949
74,643423.4738267852
74,572122.7963765522
69,505335.9403870908
81,563024.5956295752
86,642211.4476518314
69,429222.03996083845
79,616167.934480029
69,557028.8031028146
81,490141.8027751282
84,465440.4500493879
74,452431.1768719789
77,557501.641507275
106,780742.4229295804
76,595325.4494163778
95,601226.5237108737
74,473318.7320470313
85,631045.9459925533
69,498848.7108872851
75,418272.31642914924
58,645412.531967658
90,651432.4179786459
82,518708.85090812057
85,555139.4060120721
101,705197.3058234667
90,678592.6714294702
86,733804.8975450085
77,480428.38619636843
70,516558.6573661349
86,626364.3821972583
69,432702.19365224335
81,526000.5209972992
80,711909.7693906073
85,549955.4968640312
84,570570.8709593242
85,645854.106827671
79,583940.7496795896
72,638905.9411559328
63,408464.86019240215
78,575402.1837680866
91,681359.8213486293
64,437136.4166208508
89,675565.6516515772
81,530328.6238359169
73,546257.5351573788
72,621779.5273061247
75,544393.9243981399
72,489228.31564032636
72,643444.0174886666
77,597294.4166921581
75,519784.23787360796
74,524196.97553265514
71,560377.2486309186
77,563922.2656772262
76,517594.79988262715
81,504058.3290057868
83,667204.3606430751
81,615865.2109006356
91,582896.8138429988
84,536055.3173095303
73,521222.2413047189
76,558308.1995390323
74,488203.06764939957
80,588069.924703014
80,643382.200232116
71,738853.0847568449
84,501816.4454211157
77,506862.0348531371
84,595795.1940345126
88,682532.2621676206
78,676863.0758669806
71,377399.75711120124
81,607814.9542361334
86,698257.2268475712
81,588047.8496221965
74,592166.4820243985
76,602484.8003020779
86,558309.7745340299
97,692793.4952835961
74,666588.0310863884
86,472919.8047658447
71,509524.28834869474
91,562685.6237193357
66,479264.8222944876
77,679461.5541132027
85,508229.8046265827
72,519518.44572969456
80,487880.16692874895
76,475627.5126709439
77,469864.52647910436
78,561490.7886442126
97,735381.6693698175
63,441574.9648890692
86,579501.7819180633
66,425583.85150818643
77,544027.9693202418
69,487630.1046004975
74,444854.13966009626
73,508306.4361474238
80,617389.2681584312
97,613989.0983167889
79,505184.8355209012
80,488138.4999629579
77,526621.643478489
80,662376.9084996275
62,478284.1813112433
82,577838.4485291545
68,467769.97534191405
70,719035.6198857371
88,573592.1732683422
82,605090.1842697398
63,408085.3472048372
70,418224.06842481205
85,821245.1332296949
79,527901.9043609496
59,420758.6358232568
86,652080.0685605569
84,670071.3545307769
83,549556.3569143984
78,531651.5694588476
88,534594.7873869835
77,852414.9572824546
76,620246.0726969185
89,626152.9938216016
96,663085.3730333059
78,520914.73998551094
70,560896.514405688
79,514867.2861319556
81,658132.8884328145
83,650865.657351768
72,447562.4558999613
81,505372.00363204425
103,782603.8545816162
77,555999.6940854692
69,450121.4530656781
70,646736.1948392814
100,803210.8675092648
75,687635.7848727459
89,623789.8800929235
89,771272.5120125036
78,596467.5768500534
82,592395.9799300521
93,694991.8768703238
89,753839.7274282728
65,500173.7076724669
80,538937.306537979
76,546464.6848505057
102,763679.5468881481
62,438362.6909810551
67,444345.9399481972
76,479381.47313750937
93,867276.7187994401
73,535906.0379236216
82,587722.7517144692
83,586013.6157459378
79,656126.6249262558
78,491599.6163511177
87,615816.0208410391
89,740399.9710085427
74,590385.5382933309
80,576397.9757839015
89,635109.9727592339
81,661710.588522726
82,524792.9848126549
78,604304.1802588619
91,748390.8701570451
85,600657.0186836785
93,693652.7461217702
92,595879.6743598906
68,488374.59469791077
78,457889.4325817165
65,459908.36866767216
69,475314.2449093819
63,430920.87424604833
72,514908.91583608446
74,615083.6137538966
71,539949.0538126108
65,545395.9391649986
80,553789.9920682843
85,607854.704161649
75,495892.860531838
83,627367.9418317329
72,405788.54261410143
66,679013.5681284349
77,574384.3893934201
87,820159.7724983711
76,530972.5031068926
91,624504.0433527015
94,676978.8867194727
65,454388.23091987724
67,520410.49453456997
86,557489.6302918224
86,515963.31369526684
91,724147.0003383193
74,492194.2747648723
79,659941.8652282185
69,596492.7380907818
82,618605.3688851986
76,617694.3401095701
79,724709.4906166723
83,652355.4298478274
58,404790.59121830575
81,541861.3674761476
72,636686.0648079203
68,480373.91317061137
73,475581.1123961991
79,451352.9954402667
70,461681.5976167315
89,495348.75531969557
86,630180.6454955502
78,542862.5233723415
71,596225.3788192146
71,464990.75374190754
73,623449.7419303191
83,689718.1632041729
83,653323.5828539173
96,723183.2359637183
88,651959.8204587221
66,500640.65712841146
87,733742.7421803909
86,578158.5535186799
67,469434.2509179395
88,717016.4421288294
73,526733.1869015859
80,506432.0688681749
82,631448.8585076148
67,416378.8711631318
78,573664.8018174593
77,535432.0190947652
79,626808.9090988681
89,666806.0765825401
92,690227.1143012549
93,822910.0338765788
60,490212.1243946747
70,625336.6668242282
89,699394.4817275803
84,843298.7631553075
89,519978.9455673214
85,697703.1311603966
71,591604.0492573837
71,449134.06205853407
74,592288.21697785
83,610655.068848322
75,443783.2380665906
79,571336.0210704566
79,524670.4411746927
86,904560.9482747647
91,714214.4466868881
89,704871.2461710144
62,391621.73408193723
79,528356.6842942899
84,547984.7379130152
82,650863.7456435516
94,733683.4127142513
71,522766.91130715737
76,473308.4078992922
81,563704.7731761857
90,802547.6306136048
71,380364.8578910593
75,601043.1584742648
68,512685.26725616667
88,807821.9483571382
74,565096.3882827942
93,835927.1868217288
87,588627.7699575225
75,536519.2444599132
73,495326.4881790887
88,659600.4320130667
82,646872.2185809341
80,653113.5830152674
92,682988.6975586483
86,703133.9970079315
73,503964.5412555851
68,518889.34894497605
73,525048.859171156
98,621578.655732982
87,567008.0951753478
81,684857.6723710286
75,545379.9729222504
86,456804.0956333502
77,578755.3762381186
79,578723.2606527657
78,605671.6393963321
87,624045.0935974605
76,669481.1851086997
71,486927.34249747894
95,653356.0907363358
72,604805.646438282
77,593819.6932126101
81,812832.1604457304
74,440324.23669166985
77,574401.6020824331
85,631032.230436729
83,541092.8852933862
68,412135.9006379447
88,573520.6692671578
86,555099.5136538312
67,542108.7450917223
74,635348.863892797
81,631420.9226356754
64,482881.60599810263
73,508774.61944508104
76,559646.3137280619
94,671154.8780313327
89,706537.1529671863
72,608314.7926393199
78,574213.6252710721
74,506771.2726457341
88,785328.1015469397
80,536456.0444720937
86,675963.4747782171
80,579465.1388305697
82,607588.3886208242
72,553537.070435995
91,572010.9854136559
72,484577.7115501347
89,700140.5791444698
77,620999.6803141951
92,801584.177992439
76,531022.4734961282
71,568899.9292113674
66,488281.28881270136
87,690223.6712803534
71,451574.9757628182
84,666210.5787621455
82,632754.4770924043
83,538837.2353892293
89,621528.2455287222
82,516866.4226616701
83,609741.5996784637
89,707811.2580863357
79,582581.7828751529
74,466231.4341248899
85,670180.0237143034
82,619457.8237815279
79,671732.5390766009
83,579696.6684507035
83,506544.8897580598
83,684009.1071489981
83,571284.9801721213
84,637497.943069368
84,609974.2338904784
65,436399.5725344713
72,396865.758860076
67,525712.7407907846
103,778476.022156103
82,493853.64168823755
94,776469.2383514696
76,571294.466878427
94,765757.1680254836
77,533735.6470914474
82,621180.2352048625
69,454351.7416893768
64,401043.46825014707
80,659925.5452004762
95,634921.5656624319
84,616223.3320590722
79,544142.6291431674
87,687492.4130241234
73,523140.79869621113
68,426060.33307955303
72,590257.6769180121
91,746355.3121605288
79,450053.73774614284
69,445674.74660838465
76,623301.7531086843
64,450384.63981305156
64,534537.1861075077
99,794048.8248297456
69,585664.1441162206
86,488710.8938364581
86,578418.2891831691
67,440461.19526290207
77,663926.737675568
80,673868.4670205322
82,803807.18956708
90,592956.536268852
64,446935.0392197725
76,510500.76999939984
80,598576.5794326846
77,624633.4218270383
78,493540.48301269405
95,644258.5925017942
72,493634.7014319909
74,535571.0675964189
72,600971.9488229821
72,459818.99051553145
78,652645.3292764967
60,467399.55190723133
96,594528.660590121
85,594563.3893581111
80,549635.5197493985
86,574582.5447613512
88,612175.4086338858
88,624469.620109655
79,520578.9273399765
67,394121.47747273627
78,593092.1803900347
75,511339.5276035091
79,732633.6750018309
82,746173.6195694054
96,778898.8748118798
96,629594.5848521772
89,721277.812738529
82,584043.6366062831
90,649646.7413111355
76,491927.75750681636
80,755870.5714588722
94,679588.5903457559
87,567068.8467342536
74,532262.3424493064
79,504651.12161932484
75,607288.9289218987
71,488395.42303145886
75,578369.8337515829
83,585923.0721186929
72,490008.7898301705
78,536275.6788996658
89,609399.1736524382
78,618683.1740577566
82,702686.4643160357
71,519534.2102198728
94,684991.5533125743
108,793153.3018175138
73,587457.641345078
94,721418.5070684253
78,474968.36159040505
81,485170.90855559224
75,452248.3274090271
79,536275.0155725476
76,561118.7156598297
85,693069.3650797623
67,357833.8317083963
97,658225.9292015282
81,459769.9255286443
74,619847.6638307845
74,697832.9990926968
84,843573.9443595662
85,541057.3778322204
58,421140.88867491594
82,601693.8762502428
72,632514.0559217413
77,552675.7258461735
73,525085.7898885445
81,576176.5169985074
80,536732.4075715509
92,714789.0802624392
71,472355.87489199283
73,548333.8969738135
97,732172.7497942226
77,516555.69862576167
85,686927.957575353
84,524248.8179700548
88,694509.9065208714
73,564766.0674127777
82,658958.4650326081
85,546637.0551966799
68,464003.8502188222
82,562613.9438464962
74,545304.5958358163
106,678587.4007158226
81,528643.5170791539
81,503932.2839455215
87,553056.5687815568
93,703118.1844026146
84,564918.7366755067
75,570425.71621162
68,521560.2932008686
84,685607.8919739762
77,611300.744417867
81,586564.3773497915
88,792297.7199494025
77,493661.41135117534
69,531128.4637717062
85,706565.4992213883
107,847254.1657307717
83,540950.3920907252
92,550990.0412970141
78,547245.2074075091
88,743205.4807323292
69,541980.6841258508
76,647417.1513393149
75,507722.8721783051
91,613234.2185189716
81,597755.0585490067
85,619076.1586133635
74,462316.68989036634
85,587853.9601854614
76,544623.5179331135
77,612054.9969540428
76,619336.0097654731
72,695803.1155093376
86,647065.2164595916
77,627668.5980183687
87,634317.2280100789
69,530948.4499734933
99,704887.7757668659
56,406264.3328199785
71,484283.4758405276
68,507981.916229543
83,572127.5461116761
76,458439.31133410806
81,528908.2122058362
82,648317.1361404259
109,850084.4063604543
85,686418.8758599446
64,471361.1377399712
87,623730.9000697643
66,508306.69571279694
82,552590.4865438307
72,551749.6386834665
78,540809.1230045725
79,679917.7269837201
86,699601.8168153303
56,436347.4496341003
75,591261.5558460177
87,661354.8344261424
84,738109.2959945112
74,639850.7033303186
79,562027.3644418622
91,646174.6226398491
92,596745.0136297778
75,515302.72756831616
73,555555.2080452935
84,786006.3189047867
94,792395.759045581
66,561261.405729727
71,543392.799492617
76,574895.8479485566
87,711528.5636892968
65,459196.8684949463
85,661528.8387103219
98,749786.2974245468
91,618341.6285003828
62,424708.0233131831
81,673636.2568075437
61,349704.04917319067
97,632776.7333486585
75,652575.5905484732
86,558682.4139700439
69,489544.18068566354
104,797212.9935599265
73,555892.4034941329
90,731949.7348768868
88,526171.1456905708
87,724514.2776896801
84,652926.8527305605
78,677135.5709009069
65,439056.80673536885
105,689540.0431846541
85,546167.0200599892
82,634829.242055102
66,407133.0792729788
77,612471.1853868844
83,534799.0890621353
69,408835.6051282932
87,714669.688918408
80,565488.7584953432
77,464111.88927208306
78,711865.6084250938
82,535945.3545463568
77,586227.616551556
87,634598.5089390982
74,585096.0748392422
83,655825.3427315115
91,656433.8697937381
86,636922.0384219824
84,493507.7534268615
108,736075.9243257171
79,549121.0801683142
81,653995.6620659062
73,543092.8720234077
94,595358.8789732122
87,649702.8744466188
83,588157.0165756313
110,816724.8545939474
99,768843.2339348152
73,465037.6922819149
76,658692.184155339
76,579944.1153245516
71,606338.1575829036
77,575757.4071583027
79,404154.9602006937
87,541601.0997537505
74,547936.1867084283
85,573470.7872487609
87,662263.4160726161
84,592227.3403836265
63,417616.17434243474
73,522947.8560590534
75,601860.1767820719
98,723726.168752014
84,596607.0874676146
75,488604.41421328485
88,564996.5388763594
90,688532.2712933877
69,432988.70866182755
81,591985.0976436143
89,614552.861494731
86,584545.5905450835
92,685088.5038306919
89,687555.6834952516
65,668109.484013379
80,561822.3305198934
88,756449.0613415996
67,512170.8701685337
77,625441.8970152603
81,480380.4407539728
78,553545.1144746095
63,491070.531137267
71,567493.0434903922
81,552100.414749673
83,555453.8856312351
89,535470.8850583558
92,538173.8634160728
85,558287.4233135071
103,651749.683228553
71,577705.9772970249
65,587293.0401129463
81,619030.9661669572
77,592003.1658613513
63,430943.98958863085
69,427784.71549625543
81,602096.1776424126
80,590182.8746064049
81,636872.1976569768
76,495714.46296488267
90,630773.1986974314
77,668542.3976435318
87,630944.023918366
76,614263.426106893
85,682366.4745780117
97,787967.6832404328
75,611829.8187759612
83,649121.0239075344
80,550379.6871899018
84,592484.1117082662
77,730065.1351222944
75,526633.4130755679
83,561213.3318067234
74,505901.98204147787
67,377970.2715573668
73,532480.4594995925
67,454399.9054128361
75,443426.71394915984
89,751238.3699451168
89,671167.4403919729
75,606220.9568036194
96,673150.1594980384
92,681643.2013284499
74,606077.6010862784
80,476487.6176143995
86,764330.3038580952
94,643600.4264817964
84,645408.6906780597
76,562423.7494661019
84,664941.8108563405
69,469244.06146669935
72,498940.7871800592
84,631545.9086810575
63,484081.0854955296
76,479121.1597207903
87,611361.7718666884
83,575721.4336902311
73,559658.8888719883
87,623083.717289022
71,502439.05368797894
83,417312.3561145959
72,532259.5219166353
83,621153.6399414518
92,779818.68539697
49,282064.17919328774
72,680914.668234468
92,639610.3427921262
78,739176.486243922
83,566829.520324266
76,606100.8171032055
93,617612.7613617211
78,579700.2678140841
80,655104.6899884136
74,437058.3314021377
69,577596.8563410538
73,603795.5227925219
76,499279.40967601055
83,640679.2976136362
83,627363.9663383224
79,649531.532795394
79,619160.8940694707
79,502407.85263012134
80,611886.2091257394
73,537278.2707387175
72,508878.88544777856
79,547038.7110061822
83,598415.2017320475
92,649398.9218402153
63,387633.77863673447
66,467820.7998592998
87,495976.6845883191
81,680139.1248615219
74,642819.1379350465
85,524459.4934436381
67,659012.8823409688
69,615351.0988214624
71,510258.8349478269
73,472277.91488787456
65,544829.7024153123
76,588336.3775269733
87,650925.9498963692
84,669218.4214158366
83,783605.1385786242
87,759775.0232796136
90,688516.4915727952
85,622159.8288465089
74,470702.70752369973
95,719107.4503482105
83,558939.6983739092
103,750960.6961554596
72,513038.8908595536
80,569214.3913766812
98,637474.3120402483
84,678405.370899613
54,371282.1038513939
82,624699.4808627218
92,502337.37089424935
88,701660.4748134867
80,722004.3906862326
74,509919.4848322639
77,604336.7194333286
77,682041.6816969983
94,560200.8581741885
89,611208.5770399012
85,790600.2428470185
78,570416.7223681408
82,534583.1286795757
85,584886.2754718156
89,775167.0220093047
72,468198.67708168505
85,671509.5868871578
72,450250.05922140495
104,633657.7981138494
66,518815.04488563584
85,632909.0334549884
95,867517.8084498954
60,482117.74629738095
72,460924.0374012566
87,673191.7912540861
77,509679.5519244117
80,504686.1833131246
84,603565.9687914557
69,459806.463920337
58,394793.25169554877
84,626437.7770392658
70,554840.0411671
80,474774.96419622854
96,739330.9066821409
89,522854.41394828353
70,505487.43099096225
82,507168.5122100753
102,719092.1851867387
81,627917.1493960734
81,744707.3472525978
78,613206.5129103262
85,683136.0423093986
72,663516.2799908244
89,740867.8900638139
67,365338.5650510632
88,622165.6395112439
89,814872.5758558961
67,497546.5380790749
85,483348.5942609307
82,550283.0243624339
95,672763.5794297671
78,594584.3904043036
93,891049.477869689
77,514135.89261373447
102,654195.7534101201
64,447984.34461548703
90,662355.3069014517
74,459657.80626308627
85,632841.6123887865
89,755587.1392939622
76,618520.861876868
77,598933.2895310854
89,679170.6176419765
81,645557.5381715891
71,496587.3509732332
79,608264.1608120286
66,393973.51381249225
73,611382.316074694
99,883107.8525802328
74,667204.0571989275
94,618944.1336887755
70,432372.5861817834
85,660351.1022899563
86,650972.3208661383
81,625257.068000879
91,712426.1620413882
83,593314.144964404
80,575082.7945185518
74,596527.4251320373
61,519800.96496465505
79,546573.4203224006
87,493422.5663556788
88,638210.1565865029
89,713148.0860166342
74,529231.1482806712
93,647754.5244195794
94,637029.2835898977
70,522165.6603861157
80,599816.9920493752
90,644414.1504225113
82,498119.6439069304
87,673900.7425019861
69,606357.75150261
88,698088.7256049165
82,502577.01276740315
85,723361.4670628115
82,610037.425219152
77,532230.8087324705
81,607665.1837351754
81,807615.507086281
73,593550.3920756059
95,667229.5966975951
66,461839.846706075
81,566745.8305092723
84,681064.4157855186
89,624900.539212986
93,689969.2076421174
84,653030.6205919475
90,531576.8609519103
93,816069.7972388831
68,580217.1221385242
83,645929.491772912
80,676307.4735441955
83,553674.4409440872
70,413773.03453931666
75,485252.78422724665
79,655033.5200186747
84,662321.0206609978
84,597927.7023827906
72,577270.2542213115
84,547470.4066149892
77,585990.2402176422
91,704751.6989460152
78,648533.5914511342
83,610204.1951268499
59,351911.12354549
75,435495.1206105456
81,544434.2122544151
96,684265.9829585196
93,476754.600074093
90,705728.7317401619
77,518004.55267280055
78,505742.3787390804
106,760695.0167797146
73,380791.9875169957
85,556907.5404800848
79,496317.40779552434
77,554653.7137895795
67,563712.2298467932
85,635370.8396701952
96,625830.8571246414
87,558336.0090619926
72,513205.1495754995
87,648848.1518416472
89,814914.9575379301
77,626395.4152697581
86,645067.2273387769
82,679245.353487927
71,438553.13745523454
81,612335.9711318568
80,635292.35711774
84,561769.458029347
93,647331.3803216525
74,608866.2721402339
74,643224.9234403885
71,565884.5524621105
95,671084.5556982101
78,630428.6669005675
62,514814.20958726417
62,446928.35712240223
86,792753.8715435044
83,504839.1660900166
84,564617.5111488787
75,772836.5139150926
86,552432.3040040405
89,634758.6658722415
78,541801.8483793128
77,480957.1647504403
73,600039.4378864684
89,581263.6402274059
76,589437.8864054768
83,672438.6484072477
87,593054.907110104
105,821857.141629985
67,695694.0127112973
78,619663.0379871867
71,424510.5874656935
75,507028.45918918186
74,658201.1743599549
93,541451.4439507738
84,578627.2860295613
83,556148.325105452
76,551446.4495833041
83,739025.3585756491
75,569269.6749203479
92,628386.7220923775
83,685457.0493918884
74,575468.910725852
65,387943.79537944123
87,602665.6059551631
82,525863.9325882964
70,474007.885973626
85,674103.4943885569
83,536085.5791778421
105,825168.6320667706
82,490082.34895202424
84,631239.9725286656
79,530216.0678742754
78,501029.67538384645
71,487598.7825483505
84,621068.8993888318
92,784213.4519242011
72,435625.88931540074
91,682694.1008990287
74,485017.073511459
75,539588.1894958016
87,545337.7273424328
68,478877.3041597482
92,663000.3323439083
79,529014.5231243368
83,626498.4065436095
84,495782.1260978272
81,524483.1829691097
83,626483.701603622
78,661396.5880033944
77,539906.0730385602
75,775821.9103558692
77,608794.0407053019
80,712602.4438807389
69,399990.1196195762
91,580056.8310197608
84,666018.3478049933
76,503858.1274765627
85,500234.6563471349
69,681337.9962967184
89,662088.4226694021
88,628678.6838029143
70,433435.195979973
92,692192.1080591229
67,423313.9323519171
79,551436.1367430044
80,656614.916862874
68,461892.89445488795
89,635213.456772431
72,603406.208515389
80,556486.280489013
71,465278.15915794956
75,567101.072432546
83,556983.6745373224
87,557783.4686482133
78,655704.553597373
90,782426.5662793784
68,452473.572512418
65,420455.3408370044
70,505326.0077383619
73,579175.1761093237
84,540903.2120170014
90,846719.240457819
77,513954.2434830083
80,583330.3727870323
83,745832.2490196885
75,539155.1245331618
70,624177.8223943522
89,686503.0057774731
81,639826.9262552831
64,501261.3615437498
81,601312.7029445845
79,582320.1646850783
74,492822.43030871276
79,651194.8201305125
85,705175.6723384818
69,516230.1659429105
84,781435.4666157755
93,736287.6521094653
79,707592.4548641166
84,714486.4221839077
84,773431.9594845156
76,604181.152325012
72,454077.76782236306
77,472849.44127617264
66,498854.00843471097
61,429883.32547657617
94,686298.4882009815
76,528581.5115691883
78,699650.514306803
78,602933.0923856787
92,862078.9600079202
78,638394.2463229003
72,442558.7253616245
80,445231.92156559613
92,728099.7571487278
71,455512.1734029964
81,622909.7913693829
90,891576.0318342557
70,521930.2992802147
67,612704.6082852621
77,490616.6212927531
65,471943.35047615366
81,616887.7796628331
68,505132.07472521916
71,538788.7200819245
71,460239.60392621486
55,467068.26663422585
95,621985.2680471999
71,515351.9710396914
79,487189.9044552978
69,476679.2012387152
83,481809.69570119574
61,474129.2582609747
87,713839.844329066
72,583099.9745706518
72,588105.5304117999
68,443690.41992641834
86,603005.1728645985
81,691121.7481580726
73,514409.64145023684
97,666846.0190252423
76,644724.7130544531
65,331328.87485618977
77,615522.5532496923
82,541624.6654948577
62,379932.78368646366
88,637987.4199702856
79,719901.0120978771
88,686631.7328725511
94,835960.6735937822
95,746141.7532987114
93,752338.783153804
86,589211.73799484
72,542576.9009949057
65,651105.8645488851
79,456941.8166341495
91,788844.0022372595
72,550308.7053602783
86,581402.6031677987
81,673023.9140859237
79,562876.9375819544
85,583820.3175929919
75,530061.7620991403
95,684896.8406859012
75,655230.795536261
80,567264.5690249803
69,629953.3833942291
73,410267.21155978827
89,713162.8843136365
75,601536.2054301471
81,599137.234375843
77,646947.2069795943
75,521413.27674715774
74,506891.267220099
80,695593.8906225258
70,445031.2315978089
77,814912.3414500502
79,565447.4720705987
75,530199.3564395314
70,506313.38305272255
93,699586.7072310748
84,597882.9667695849
78,635772.8458480915
87,586787.610006795
80,563722.9000976115
84,534347.4323705216
81,753279.373620462
70,544432.8449426241
90,646778.9710791978
77,549343.3589528616
82,710692.2890993501
88,720913.8105433148
70,469277.8341265893
78,521452.44921549555
73,474055.3250340142
76,531631.7966139215
78,606146.4373938008
70,442996.7398656915
80,445479.04936444183
82,598387.9870107832
83,557963.5161535076
76,544636.872198516
70,585573.5467197596
88,638017.8153813316
65,516474.6226000146
86,699081.9359694193
66,462916.3911019604
68,623425.5245950733
77,594537.9664925262
63,435115.50129442516
73,559522.9701968139
84,573663.8349915203
76,425881.16227756726
90,675123.966027216
78,551915.7106641104
79,640693.424708029
78,623686.9145946592
85,499476.68363626406
61,564895.4474791063
72,493198.69940552587
76,706345.2157538158
80,520086.3953932235
78,679931.1582579499
69,479102.5782167307
73,714655.9200455378
89,562371.125141196
82,658987.9445722682
81,594714.915733226
78,617413.2820177701
81,468978.8527199146
85,537554.6805782293
96,857626.1914267046
90,685749.191192815
73,554542.600616846
82,689429.3299099165
76,589461.7887291046
63,472231.9586562547
93,601880.5894256438
78,544028.9092825353
84,601496.470803705
66,392620.1823628476
90,609747.312902218
75,536578.5943408374
76,501840.4287079718
74,434053.8717670245
75,629046.4114572667
87,615684.5738028547
76,634930.9832474637
80,636294.8821578587
77,553409.2753167627
85,710396.0653364423
78,672755.1374136739
78,712076.8655550224
75,428677.2448037221
85,726363.8083725976
79,533268.3295031221
83,528863.4711510448
88,711465.0700594827
89,643181.5967723286
87,659652.722517914
82,604688.3334163851
74,637666.3255652332
71,602170.5997878702
95,701172.2201238042
88,513465.43521821196
86,544287.2226787017
76,652562.8624759642
77,643157.5338574282
70,515187.8190474226
72,438095.15849732736
80,476565.9083890796
70,413059.6147392973
67,451327.7317061537
87,670357.9487532744
73,406757.34484546183
69,546400.2394901287
83,654794.1306047621
71,634327.6243978696
85,611590.2280460199
86,655928.3526777745
75,374022.1921307585
89,560372.7944938159
87,711752.1573716095
76,562615.3843278874
96,747781.9369679474
78,657744.6464081861
88,657080.7280849009
104,720245.8635512346
83,541780.8805102638
73,566871.8579960511
79,588648.0531151713
72,475507.12597044645
85,540091.6694065591
76,731243.9097791171
78,468360.0880009707
79,574792.3008304609
64,537191.0781763562
85,498441.707177827
89,677071.9706093757
92,643166.7239340172
72,542363.500125217
85,638929.5279448332
89,659272.4480656259
74,481535.7914302598
94,700824.894203559
85,590350.3436260268
60,427066.32366904715
68,581438.9493390622
96,685281.4102990364
71,474621.91871845047
85,697387.3241780653
74,569310.1868680445
86,618191.1772039884
93,797494.7750586055
85,636087.9240360014
77,493883.23695307394
73,556016.3449819869
76,515937.21767189226
89,668151.8944752791
85,465790.5627754335
74,637503.1940941338
93,683675.1651239069
71,478996.97403093055
81,577904.3648381234
85,686582.3520924168
101,840575.1385536193
93,847421.5006295072
81,504382.6549023142
63,355236.8817623337
75,636869.073535066
76,434229.0253195022
103,679772.9876274148
98,733168.7075255575
85,585634.629640329
81,601335.5240781233
91,745206.8168570461
77,550132.534151993
79,578988.9682175771
90,579357.2265277712
65,509774.4913970108
89,752824.2248560194
81,543824.3027001456
89,650543.3533427042
94,639833.9858167277
78,714677.8262529125
73,548015.2520898203
98,634743.9755715994
72,632204.7667757275
61,394000.631233966
69,529594.6170672395
65,437372.6367700378
77,602125.4295654561
72,519062.0152946545
74,498225.85487687215
71,502260.79061435995
71,516698.5718246088
83,535488.568121741
66,382521.6681890364
90,720628.2318893238
77,573883.9643997285
85,769308.7273410995
70,414816.341163447
76,594082.676638735
84,504073.1016746508
80,814882.6277753946
106,784947.7069589926
82,545319.0050809352
91,661633.186860367
85,648365.1397841093
90,622941.5029941858
95,691779.2165525603
101,670976.0001374744
84,542794.2471111163
76,479732.60757023847
69,425974.70632758446
89,541960.9682474596
81,550869.7987662075
84,623091.0950264423
82,659850.6832223008
79,657358.7558274176
84,712574.8216039754
82,532369.5093774011
81,572390.3824880678
86,679342.0453681399
82,692654.266245288
76,550227.4989744301
90,676295.6503339019
73,616423.4428237994
76,504051.1922385121
76,556798.6151999313
74,475722.2155328422
84,728621.0179904475
84,552724.6344231842
77,665880.291228638
78,590162.7524791277
71,465612.4285171484
85,730709.2117308251
65,444080.39989067166
69,621134.676901629
67,478698.04709814274
73,512006.445421929
63,415425.3002435943
82,537221.279704179
88,672326.792374797
82,638563.7941819965
89,620596.8391976655
85,603279.0378381652
90,666206.4385185825
79,583038.426056875
90,778615.4801542631
53,356375.4094981917
96,658696.924938391
77,725069.1817993477
72,404803.49135662196
80,577162.6025925255
83,518397.01019702846
75,589106.9724681125
71,605422.6047136608
92,759319.082244383
78,662428.2059774074
95,558476.7437998846
65,528566.6679934417
69,544735.6925989513
76,626987.3388288594
94,650338.2188853296
87,553349.037671978
95,914947.8263312583
86,670662.3709397272
80,560151.1879317712
91,702416.5993650112
78,677092.4488621164
70,631467.3999324257
58,541458.849028096
76,583031.222167462
89,533990.2607036595
90,594936.0249649474
86,609791.0777961614
91,694944.4083738968
77,558583.1439007097
94,591656.808384734
87,641417.4481989549
80,504286.2354318722
89,667381.2364265104
83,619944.2754030253
87,820698.0632711096
78,503911.61698436376
77,570360.9979714422
78,594656.90138778
70,549996.5680521319
75,547868.1141684385
79,620078.3572852343
65,551234.659700348
86,598676.5184527882
78,434633.10944619245
101,796768.587137638
68,520836.77802257484
61,545125.9790405814
90,831372.3779876735
94,857695.8540584593
78,481682.27038175194
66,628387.3522316877
74,408510.9727556902
70,420727.9086004643
88,690880.5611087852
70,740034.4307751686
98,697763.6435934615
71,533342.6806087957
77,477124.453827447
73,520838.5439304279
85,595358.1129149933
77,669015.3933412961
74,603075.0895393458
83,575168.6663814742
71,481098.7355176216
