frecuencia,perdida_agregada
88,598560.350789996
83,541325.3576925149
71,498920.6232537582
71,533663.5180993547
62,455772.0681678456
62,474227.7161121482
80,502696.4837212837
87,625354.9294709848
83,824838.1919844721
91,626389.2152034746
91,672233.4578785412
84,750547.7874856091
60,496411.4734546018
91,733390.5265735819
81,767154.2059446576
86,747478.6850918431
84,662803.1825931775
95,633234.7137247963
89,605252.6253334199
72,494126.32157870324
71,554398.7140207842
81,640897.5752823286
92,616544.506173577
78,511107.0146189739
89,696888.0191860134
85,802931.2433581987
62,602310.2362261934
81,575547.3970082073
89,475811.80950664263
91,634723.4711602671
69,483651.24973862356
80,642876.3926004737
69,588630.8952195677
77,501934.96962312126
71,493266.1903521352
88,662917.3689023627
67,423736.3871854097
78,535791.7216296229
78,781116.9400967598
84,614445.9410157923
82,755129.8139441502
74,575402.9489678666
97,798315.3026304543
74,554813.025970246
77,696525.9005714308
92,691066.2630109587
75,547857.1014132483
80,502154.3799285764
92,674994.4120242626
77,465265.09739917144
94,729304.1775699648
71,478594.4193329195
86,650453.3398712497
101,983659.4316869153
71,486929.5077106609
85,523247.08635029057
81,595408.4389644511
68,565185.7950110489
70,541752.6907415511
87,549471.6551781826
81,492584.3511928011
88,886365.9638769254
54,386735.60840372235
81,537677.755785478
83,529890.6656261419
85,631023.7505736058
59,479053.6540404732
90,780352.437876684
90,629086.0603157796
87,620580.0575306251
84,617984.1726250527
58,431602.0660683346
79,696846.9374437054
72,478130.3872671393
73,525539.5191296204
73,556281.9889874881
74,589440.3349840665
71,661152.8664957901
79,576460.6345822403
93,672473.726093859
73,520849.5012299713
72,541779.611016677
70,445339.76451636053
60,412334.2283431167
81,681623.402421606
74,568158.3542201653
80,474214.6248303999
75,545878.1776333017
86,732329.8816298922
69,413566.3938166619
84,531176.7191930396
87,708931.5557572327
90,546439.5904629887
85,555639.5674825255
91,658967.6030698854
85,607694.9580348207
74,547554.5293635582
76,556139.6813086933
88,657046.2710260667
87,577413.568573139
86,596508.703544178
89,579545.1493280483
75,500542.6804575371
94,783153.3380633097
84,652844.9420696053
68,498319.0499165714
87,547060.0233809025
63,517296.0418233791
86,641091.4005967905
82,571308.495475328
75,488552.7295684509
84,649249.3744711311
86,639566.1628098158
81,569856.2144202327
91,814068.9353892467
90,719292.0052889069
80,545825.2532039519
96,701757.6692721427
76,596826.3195502005
92,577404.3122703234
78,476680.2261067802
71,499225.71292477596
76,669626.8039010223
89,537985.7767681339
81,583448.6099786606
79,685234.0974623072
81,556298.10571774
78,541888.80719458
87,721450.4971578022
75,484955.0699919263
86,560646.696147803
79,509363.1973144903
75,602894.9395749348
81,652070.1945347593
73,524123.600517447
70,486499.65978842886
83,707128.7318012775
85,493123.48105314496
74,439834.02336948697
73,573298.8717773944
97,721117.851138557
89,580054.4773660249
84,668670.1114742972
88,557091.7555568739
63,495650.83035506174
75,536031.539717886
83,621516.682067391
90,623391.8673872699
93,690773.5515132967
86,623162.8972937072
81,616327.4043967024
85,641966.819941268
92,670945.822566333
81,531084.0685835413
74,526214.7882337152
78,574319.8854528306
88,614273.2229566221
72,526778.7909438264
85,634873.4848742998
75,603283.279460065
82,591119.8821634238
90,562410.904744869
84,539110.7560315395
78,557276.7790214914
81,625545.9448797611
74,511763.39860968135
91,650331.0180462062
84,630575.7514199312
78,596868.6086396077
74,509401.82483938034
86,674393.7624687547
73,670640.9120699626
89,576409.2061445119
79,551971.7083270164
73,460832.6638971252
82,580989.0489629991
89,640600.0578415822
103,839427.6871303916
85,661528.7394519735
85,584679.7152583123
76,730163.5726488798
75,628405.8896943935
86,622201.8432989485
68,461857.0605574883
85,674964.3555273425
68,631139.1134251102
94,636404.3900226883
78,569561.4436207872
55,390916.18120587274
81,576390.0701439651
74,537007.5072492809
74,536715.6723409944
78,566987.945359845
71,555441.4340318914
81,576736.1540755482
75,473350.4188218199
71,591738.7384908252
82,553726.341000095
72,484011.89682290587
83,732369.4723584154
88,781974.5868099784
62,506033.5530589615
87,604069.9817920111
72,487654.7961042193
73,527748.7694233374
90,754229.5228000525
94,719007.1793395954
78,592940.0691790485
89,589223.310725133
81,660133.7455122124
75,496510.6933610617
88,629854.0231064295
85,649528.9267157805
85,540983.3596462905
82,487130.409186276
74,556011.1530937556
77,564611.7786180989
74,582305.7443177137
88,653356.649030541
84,546500.0910793964
76,515029.97837136197
74,681388.9546341035
82,564792.6368553664
76,553374.4475015595
77,550630.9394784631
77,580662.4545993268
90,734065.6049730206
67,490878.42285851436
76,639519.9090089224
80,607242.6323312665
72,704173.4955429703
99,721282.7651944235
67,410994.4888306054
81,569639.9806567726
86,537162.693220073
81,679212.2142644469
93,684667.3995317898
79,458905.3445409229
84,671707.6914753866
66,458522.39475340024
73,528453.580355449
87,582305.2992449923
86,631130.7794932965
85,532921.7121782604
80,565818.920502627
83,686227.2318952832
82,410392.06810671074
91,823316.0157291044
85,720684.0935593537
77,569290.6407060031
84,502653.96952803823
62,305456.5264854277
66,470683.2168077393
76,572723.0188808307
86,586016.7075826603
68,399503.16135636973
75,573394.5407688236
82,541114.0655077079
73,547770.9374892317
88,633604.417245473
75,684938.5063950341
77,612432.3592795745
76,590537.500309813
67,390999.58050330024
97,717057.4041840992
85,629198.6958726946
68,443797.4332624245
78,638615.9512688395
91,750148.3324787717
84,600355.5373336487
77,570225.091672343
90,594895.3925446946
92,604083.5855213506
81,552383.1731172511
90,716221.8375882496
89,556028.1762647027
86,467139.1920967475
86,656484.1080346821
104,765429.0133481985
80,662704.0945199404
74,589358.8990431849
76,449275.81316780736
67,628062.7751918816
95,659479.1561227413
90,685644.6703510366
78,570975.8995770023
85,488935.5161556015
74,508390.66880547284
83,678649.6707703425
73,467338.36226816726
93,749849.7639966818
63,509359.9081730863
91,598972.2683380417
70,509805.8156658601
85,730507.4220833703
91,701366.1449572283
82,657077.5998565858
85,626874.7445746579
74,543412.5740339342
80,531224.3146075343
86,647173.0933378559
96,697054.0257981966
96,687578.7719744435
70,479137.7099190276
86,660690.5388722479
78,556318.4794894587
74,527405.6035597239
78,515327.7995534904
87,619911.1952378466
87,650621.0676096673
69,506691.7830735894
78,656894.1805847199
77,614897.877111914
76,566627.7643608515
78,563713.1540375421
73,516255.7195617343
69,484995.0834902843
65,472905.1013594146
93,691244.1285472161
85,610215.0378062356
78,577964.9834365634
89,745707.8268959466
72,573493.2536353404
68,492949.2780817947
97,644458.0767803241
76,540084.4034809922
78,529048.9267180893
81,655708.4054647066
72,605686.2275541676
80,608600.9035091092
64,512564.0264547786
84,739497.0956943553
74,606046.8200846531
66,582587.586672663
91,738634.4687502391
71,491486.0310302085
84,640343.7759730726
67,536616.7945018174
94,634199.1582369015
76,509308.16913187626
79,677299.6067867746
100,754314.606717224
89,652233.0996243549
80,580687.6701800276
84,659814.6733904042
74,661681.2374133758
83,680804.488248569
68,521481.5274920389
85,763464.5317031316
76,435049.9332576706
69,476261.90238419326
71,576423.3380327864
87,617552.8531639093
77,595380.0041023409
89,631204.3563502347
70,486940.1393953984
75,592522.2771464324
77,480307.2290655715
76,574603.4347651213
87,565116.1181166827
75,714475.5870718561
79,687889.2206356118
75,461578.72702487523
69,565354.9526982725
75,570696.6787889709
81,574916.2783863593
85,564723.6488608599
76,621437.3084305454
86,654365.044053265
76,580431.1805403298
82,515084.41914219136
86,631772.3630708981
80,493885.6074809876
72,505754.60591548006
76,433367.89901159337
68,502640.1954731067
78,583387.2788166852
74,557568.3651969392
67,477571.43970458384
68,506961.9246116013
68,523558.03274956264
87,515068.96661242854
100,740466.9978945805
84,566622.2811272582
84,624669.8890469277
82,619291.7134301075
79,710889.8104214381
90,740309.2235599011
96,622266.2203779187
61,467248.44680228934
77,531749.5794490966
82,669298.2395386692
69,491659.70942168246
87,650578.4522460437
78,499878.1768545902
87,622643.7700918681
73,640605.4271089345
82,573516.8596205958
79,505138.7096584975
74,709732.1776287336
81,490209.7968184261
71,597734.7283478703
101,767689.3986591464
67,518269.49386378966
85,636059.5468505184
75,542211.1354358261
83,657104.140008846
71,492894.10512396676
67,549650.601870068
66,514632.82804417284
93,701838.678414757
91,686658.9012328554
83,587256.8848153749
79,655670.1478129511
81,697358.1491640216
104,900380.8639573236
80,638128.3901131221
93,746785.4771750959
83,509309.3316042508
88,636450.215475539
86,603643.509108755
77,535699.4390368118
88,748402.5146003868
76,501923.5142787821
73,465079.65689640696
80,708782.2846798699
73,411364.6776116774
86,527757.3245392257
73,548221.6925357683
95,869412.3136371032
93,821385.0862209774
91,594386.2218009959
82,502502.5061633765
87,581883.1731869102
84,545410.516102893
73,466459.2142118267
80,580531.8105216324
82,637135.060896047
74,617126.9824096807
77,572511.138892354
88,605947.1981381781
66,481302.46665330156
68,589736.8080140225
77,515824.7981281152
72,393915.06881323794
91,610444.9184285555
72,584966.0788089903
82,627138.9139199073
82,621533.6288507509
92,532011.6569387992
94,775876.4173692191
81,642020.7915023573
92,585922.048447774
101,703113.843283724
87,535548.2104534609
70,594575.304085277
73,497334.9287624903
67,440280.3000659445
75,528324.586230385
81,523165.71419780643
70,552866.4897877364
79,565357.1161797534
89,887152.5107910316
71,492837.55020076013
84,630192.1098729856
72,466517.15377841983
78,472960.59382039885
87,658555.6087962782
58,380960.214698976
74,383357.4450695437
71,468384.2060771868
105,660794.5916550454
87,536015.4661457479
79,547925.930053654
97,658619.5569080318
77,629153.430808611
68,522972.36761286797
76,613587.9624335116
82,717541.5752480223
90,503268.71229446674
69,481108.74009262834
81,486296.3101967674
88,611193.6017605357
76,522450.6149929672
65,485795.99312489154
87,552765.43596152
78,612044.3197481515
68,478054.3653301918
79,746130.3560913447
90,607673.092141273
89,711657.6123733835
95,617962.9821151025
74,597707.5097264089
93,582672.9906071668
87,586913.4211582473
83,630696.380028784
81,538294.6877088395
98,877544.795110609
81,771122.4776037917
89,570114.7198288478
75,464846.26961301634
73,565755.2549485026
79,498300.82468071603
80,504407.8707449971
85,585239.8851516744
70,534580.5864135285
80,579573.2706732899
81,558706.352516365
83,592053.7626884198
76,553458.2489335277
85,565062.360770498
83,539235.6525814766
72,544150.7958401636
88,621508.589891687
79,677738.6680677851
78,592410.511426165
79,546757.4651923897
86,481856.5868241787
75,563751.1899491008
82,553208.4973554615
68,439924.93563928735
81,663352.2777499906
71,397912.2709673625
84,730620.899728305
84,570792.7325541066
90,638815.8859995167
89,611373.3804300013
87,729115.3651213272
84,548554.0515213828
77,533491.0845888084
86,690523.612033413
72,498096.50715837214
76,616009.9516207945
80,547906.8276730024
79,581294.0794627358
85,487179.7358243752
80,664145.2611332973
90,520173.856919294
83,646502.355058029
68,446325.8595663006
70,429096.5102733614
89,594604.4292108135
89,612128.9438388181
74,613005.4580609436
79,599668.7075099685
71,531553.5232229359
76,667498.80145831
76,526514.1462381613
74,619354.5738511645
83,574545.7813959414
84,606520.1092907119
72,564338.406269311
82,509991.9790474666
80,548761.7563385679
79,429597.3025228777
89,596081.1695746849
73,580935.1283906264
68,555620.0564510782
89,622741.9447584759
80,596811.2615922703
72,441117.2246885225
79,721994.752143878
86,788366.9493340647
90,633058.8247970568
67,496781.6093805067
72,502823.50918239163
93,762905.178230363
87,670082.5538525669
105,766971.5334714801
83,629958.3060914967
71,515171.64513747947
87,602127.3647860812
84,685795.7728782751
79,558247.766205581
85,669971.9609236724
76,569420.0811996218
76,613555.1166816993
75,525168.1498387301
82,641069.9665440632
81,699745.2344359899
79,553152.9601183804
75,614553.3348536118
88,573864.6431257902
74,475816.7861593725
77,672602.9727234866
89,687476.7146239764
81,655160.0958213302
62,373227.9932410575
96,709652.9698840855
74,570727.6264493001
92,687440.3469032327
82,521745.03922317695
78,667868.62228093
70,498170.98348645703
86,627282.809276326
78,568545.8029974544
104,827275.2441898289
82,577262.6755764068
73,506184.26444651996
71,478358.58043037006
65,447639.34699741844
87,654472.8430290924
74,590044.4973025807
82,744053.9717837971
89,655010.2714445109
73,585326.9714574426
82,488770.9275352154
68,480970.6390385747
73,395530.167954305
79,766922.1167140862
74,468149.77290974575
103,789614.1522702295
83,645796.8736040676
87,716701.4415696979
83,666805.6243291972
85,752051.3906522263
78,471323.59390456404
90,643076.6614209431
85,541383.1932984182
76,524523.6021692125
94,673196.051350187
83,526399.9001470902
76,455116.6301790383
71,561087.9423135469
70,544440.8855353718
83,635362.5602698768
76,516456.4197090363
73,504825.7414951586
72,550796.6775665636
72,499387.82511758583
94,662060.3395924668
89,619818.2476442877
73,495188.8040835107
63,570250.7119432703
83,502313.47514674114
87,692650.9806044081
72,645640.1623337781
71,662803.9501514185
91,705534.6691281617
84,603196.0833934314
71,551932.2487275793
82,534118.0388098331
92,542186.5818310713
73,532663.6016352613
89,626934.1494105197
91,724199.7245171978
84,585563.7033871108
85,628919.5173810816
79,536409.217223112
93,651302.3867815483
81,556435.5637565159
77,766656.5326115869
80,508695.3482940511
69,499786.4406850494
81,592422.7344575183
66,407014.0739856642
78,551411.3277213756
65,579459.7742497702
86,594118.0826181639
86,615403.4224464413
106,848720.7281923256
91,690363.0477319091
78,685634.2849083031
83,658763.7027036111
79,505682.43056715874
87,585157.0964629494
63,666738.1004930239
84,648460.3309267035
72,496695.3898623118
77,600433.5434832339
66,519171.0318158026
80,539267.3944691467
62,429524.110004896
83,542374.203156501
73,451355.92148430005
68,505691.5878403684
88,647400.5900366026
77,520686.26578281185
86,551114.9083662394
73,538768.8886787355
69,541429.8479868639
97,644457.4205616333
63,443156.2525349572
98,792716.969777811
94,798755.773495499
75,598184.7052763182
80,601612.3079574233
83,739163.6937687246
69,552098.6456760027
72,491771.02991487924
71,558723.3133903097
66,588720.8893105282
72,649449.3914216153
73,520380.0501194389
71,414262.9968946261
70,548349.2328101962
78,552142.8026666284
70,460910.76522576954
86,789389.6164489862
87,558430.3338151092
98,616441.1613606581
81,562334.3100958115
65,608290.6364537844
83,645391.4142312376
86,553063.8762923476
87,619733.926112419
80,603161.6707723283
70,513518.1651370244
88,713472.4417645164
73,537807.7554604161
91,688861.0061223275
72,526206.8138734631
78,611384.5148251073
76,592597.9844397516
79,483509.6965037488
83,623716.9172391016
78,539652.2443965413
94,634721.5325314023
99,831400.9361415702
65,356394.95497058384
81,607595.0562025897
88,663290.2666174751
73,695867.993439395
87,607764.4548801506
69,466765.9803176332
73,615654.3872753737
71,553997.5339240446
82,611590.4095017292
80,433885.63332907995
76,520350.98774135427
88,584892.7070102545
78,613389.6577835035
68,476095.1508473521
84,629256.9743510528
80,656614.8688322733
82,591303.1781528612
90,742033.3514901126
86,674228.2745983123
77,686183.1696357619
85,598631.4411587534
88,538005.2592568384
70,409339.3593674999
86,686913.4802080549
78,602324.4267930117
91,741258.0085897521
97,809207.4297472509
81,677994.7584446053
74,490332.25873584097
80,666095.2059786483
74,535805.6799638299
78,719169.6380529108
73,411912.99946041655
80,569828.9367356845
68,476384.9873232395
83,628029.4653970015
90,644189.2341316051
75,488102.7763334384
72,611872.0142128
71,549728.8604325068
76,650810.4842387676
93,668531.9808512878
71,564218.8142928425
84,634233.0389447379
69,325132.2186399135
66,490751.60552786407
80,524252.6934865704
82,608652.2654127462
72,623112.795468712
75,627005.4706398828
84,512531.7667405343
75,536056.0570603823
83,605248.150702281
70,554055.7644299343
70,430359.61160778784
70,498564.6600856369
89,690055.4142240742
68,498627.1272281867
84,544846.9353415519
69,585065.8334446664
93,754083.9529017084
105,779149.0360422318
98,807857.633215542
80,738108.6207998465
86,518598.6015941597
75,722979.5023483679
96,816093.5524605345
82,660056.7905153462
77,563062.5246579896
80,667585.6992821948
71,458316.556933931
91,624509.1554771148
82,574605.7473654501
83,740196.310279408
86,577030.7015268954
70,598221.2049871957
67,550627.6938880412
90,614672.3275312294
83,683210.339175337
93,713888.720497482
73,581082.4270758347
68,625742.5693381684
90,626626.2556521413
79,495281.64355265704
83,560749.6850858913
78,503998.6051972777
67,554753.2851697152
86,635886.0446473319
72,537670.6732660895
84,623322.1317928055
97,690723.0396496808
77,565159.2825002832
76,699344.8113765637
81,609471.9297360212
78,519687.4998426852
92,601579.9102193366
71,529132.1091157333
83,610519.8067758153
81,683259.9507903002
95,723707.9553635025
76,521420.2131084983
89,643522.8107171713
81,546479.2891987775
99,664139.4732098571
78,639856.8758277873
74,430862.9318478276
76,476271.6740077235
54,312507.9869823042
73,489779.8134199141
78,655038.9074103307
87,640677.9848869642
96,633005.2141834002
91,522550.116386476
70,488688.29051576473
59,452796.051779331
80,511870.46933855827
77,494110.2189661871
76,521690.3731281711
91,648869.270653481
73,577445.2121183736
79,779327.7253192031
78,704558.7409556826
83,575022.6845817979
67,599595.2323835983
72,470436.73763073207
92,603591.2539706639
75,622575.4274160878
78,621592.3747775524
92,786124.4279172607
92,699686.4683075976
77,496872.52777907846
65,453724.2270352094
87,673275.9899366469
76,495764.26502008823
83,642375.0998276669
94,619815.8459135495
83,652421.7342539222
66,535281.0065156447
55,452813.46560827346
83,571687.5205964167
76,607657.0021617211
77,475546.4893043406
68,474411.7222873628
76,579281.8563176944
70,575858.1496041768
67,528522.1576820053
84,652025.6833675131
77,611732.7441854374
69,469963.7200411766
77,578610.883834983
95,939401.9194185196
78,635414.0745058829
70,529056.4011582525
80,669682.6473255961
87,536947.309770464
69,503127.16042764735
80,480490.0279830395
61,485724.58337679796
89,676507.6243270504
84,534089.8396789774
85,550336.3591086926
94,740694.1210452968
90,743774.2378938511
80,485013.4468169829
64,510878.4191080568
76,577884.0891591717
89,676038.0406243516
89,659863.9096454304
89,635112.2543392476
87,686556.7214921988
79,568025.9176988035
72,622030.1168762252
85,674758.1644924761
67,536072.603823749
87,562316.0140455042
83,530925.3985616936
76,646746.6429471783
80,620360.1225579622
98,635510.9701952462
75,588597.1407586057
103,775299.587818679
61,501446.71834942664
88,703373.1242707692
86,606973.9419865909
68,468274.9450025109
94,664367.7583301269
89,562349.369706615
80,638079.5392913766
86,607455.1759341493
64,473976.7904690704
78,577295.3888189257
93,762412.7715004554
77,566238.6951870184
96,670844.3597699259
79,639833.9170828091
68,474563.1430263876
74,548614.4502265493
79,760348.1201395098
95,600425.4129135602
75,467224.27865911875
77,570030.7443698868
70,502187.5044103175
72,506443.3074683824
92,651404.9853031343
62,431952.67102491454
84,710729.511478816
101,781232.034673512
80,710028.3764781065
69,473472.6736181055
67,363833.71281064546
80,479049.0994655738
90,724609.4955559762
97,639792.3639973471
78,551653.6994870622
63,518647.0048163798
94,788997.0192963985
88,536407.6273998377
84,594025.1591175605
71,414934.73549442145
91,571904.0984305454
79,606059.7296864998
89,772220.3503231432
90,812719.7400959944
81,492659.2609205838
95,792617.5775890457
81,594244.2957437797
77,554323.3236065869
88,656829.6799198801
82,733082.6667757125
83,615880.3956240483
89,776293.5010700136
88,734125.3630942535
83,634898.6446343536
95,800667.3342161467
77,568670.4938160905
85,606256.69263203
69,478331.721018619
64,437050.33060682303
89,858914.9891229591
80,599027.6186831378
71,523316.9931911628
93,749319.4266953351
81,578990.0747611511
88,603810.440249774
71,543582.0062119832
93,674671.6668524873
83,700765.1428038639
63,377497.11393760797
64,451082.70834642445
95,575583.0332565826
76,512364.3361614575
92,549543.5293465799
88,568613.6672637154
82,556745.050528376
76,515424.39730562276
74,450523.6257466033
70,480249.8489914537
102,692448.9055972907
70,567138.3137953061
102,665959.4366768012
72,521765.73806638597
76,645845.5062255705
74,444286.8724999676
71,426037.967882434
78,639494.3697163316
75,537042.9046976214
84,610725.2698211215
94,652102.1837864481
69,427968.4918947706
85,580251.9595308135
74,568840.6348464018
84,591335.5055634421
82,592645.1295604741
84,493700.55390432983
75,464927.3156114942
69,421758.1794238814
85,672114.9417749239
99,580508.1968159698
78,554831.9935690137
76,530693.3992418279
90,612579.5853621522
81,543849.3376447074
83,576837.2454363415
86,603412.3589136838
89,627894.8224312564
87,536391.8969246962
83,480029.5585898804
86,628498.8892417047
80,624243.0442741716
76,592685.0126645396
64,410792.5414858133
72,449866.38936788274
83,761033.5963590643
88,542491.5279423622
83,620496.7222726123
87,601989.8573480987
80,525012.1664939264
73,553997.6865324267
85,451299.5495247229
57,450192.81093169784
92,718839.3317996302
82,497761.8543153402
87,859530.280476541
83,495689.91086208494
68,481252.4005178525
66,346424.35185145296
78,516317.7202888546
94,806398.6995506436
82,646149.4287731128
89,589996.0283355034
81,649741.1337484267
80,595812.8538047298
91,508463.0193716589
94,968770.7115628755
93,709652.9893076288
92,710499.0660992734
82,488577.7366337702
101,800339.1975650741
81,598229.6642963209
72,557408.3615761368
81,735714.7227129779
88,838113.3860908593
74,493906.6101592955
82,619558.352996625
60,430182.884262394
88,727605.9142036818
77,510629.78021269856
80,519223.79010519036
82,604451.2563641518
85,678899.562858012
76,509328.23050343146
78,731425.7762112095
77,677991.9221433976
74,583392.1402916709
79,489167.8546901691
70,576559.6327156931
62,446649.30078553763
72,397670.6413478546
73,511086.2598211649
89,584793.9157404917
78,633610.2172842666
72,596223.6058947721
65,325357.03124679445
79,601907.7769469151
93,635414.0911808445
56,462792.8356419783
69,500201.8736241285
74,600315.4772715239
78,528134.6447545491
79,483291.77429798734
99,610605.0397256729
84,665157.0134063546
80,515494.52618152526
71,640963.1444024123
76,494745.192455233
84,558048.9400813351
86,735127.6024585392
70,505090.1162374585
99,780212.6738934435
85,555622.5704020627
69,551303.4983747867
76,503776.1730741575
77,546405.695590387
82,579016.7091225514
74,571618.9317652405
75,395008.5572833211
65,510560.05443213513
81,596314.881588988
89,584493.2083583616
76,645464.4940308881
69,626762.2422880217
80,609679.1710149824
75,620719.1395021267
69,457809.4150599665
87,585912.2024454182
70,479259.3724968176
84,536984.4377230568
65,530111.3741434105
73,535186.8347232216
61,432876.8529408738
82,480343.60437445337
78,530700.922399983
72,601838.0714438676
78,460731.6250896182
79,523514.4607185327
80,626397.7086373871
75,527740.5396420301
73,649207.2162501385
73,520093.337140637
75,596340.4570446333
72,398049.3190068174
78,627355.5608570329
79,478034.0289304682
81,680941.8150318861
64,474030.63552403334
77,494301.22400426876
73,464469.356455413
98,585907.2387924836
84,723102.0960070554
87,696420.7336277354
65,433217.7547292531
87,693893.5612635829
81,700698.277051787
80,635269.3470437318
78,479739.8320666744
82,685087.9554988781
89,797471.2854658925
81,499292.6390683091
97,730211.7460758901
92,574871.4952691727
68,490795.3431271032
82,514143.20569907053
81,538184.9566706553
80,733394.0895883623
96,686726.4291152372
83,560218.975274367
72,535490.0001875536
62,360010.0495575818
71,539400.7717924798
88,573378.2261160504
91,643163.1932556011
100,661644.604154781
74,435529.18797325715
62,482967.87423208245
91,783141.8779593755
60,362219.9675587763
78,647623.8494596628
71,640079.840159388
75,659341.4818931087
76,541592.0422310401
83,637098.1325505505
74,507749.95317666675
82,695893.7924624889
85,546081.8083147643
90,513373.6795214785
79,542723.1109495383
93,696845.777847768
71,555113.7859346637
77,535978.7834702256
81,702931.4845709716
85,793126.7885031935
66,356440.3981962156
78,605548.0420050267
83,580901.4096678906
76,705675.5584409116
68,497524.8755170581
89,494893.3454898277
80,549979.6279210788
78,590510.2069240774
89,641367.1859042372
71,471398.2417782692
63,548302.8049535255
77,680619.8613553602
76,559750.7007567593
77,579983.6212093049
71,573497.8011779395
88,570433.0511205354
77,497671.6490323071
74,505303.5462830107
93,754087.9665492771
88,901679.4669205206
89,694564.0055227269
74,733255.0263894392
71,517151.9417619602
77,523782.2488353628
66,476035.0190831961
91,595027.7918430489
89,811638.1798932629
76,515667.60925932357
83,683674.205041681
75,477544.6834360388
87,505048.0177446532
87,669441.4337718853
84,607916.9876654162
91,677493.2832137644
69,444858.76312983874
88,773679.7052045015
65,520376.59073181666
65,483819.54294615967
80,754479.5191909537
65,438237.1393501175
82,702780.1310833541
91,644409.4086943569
89,572018.5434219282
93,736339.2560534078
80,698716.9025724856
84,631273.2668551618
71,467171.84878567944
67,528414.4740960517
80,664384.2650639196
70,390290.908333754
76,587744.3110962571
66,442016.6384520974
86,600669.7927737004
75,654081.7534748105
80,645998.2972317676
82,573649.8117615375
69,612490.2207589152
77,503443.1342578375
96,880944.7081722651
65,382859.0985432975
77,549436.8545937118
78,777379.2602262336
74,536991.1699047297
74,435244.35473046894
75,687157.7441077214
74,571839.7888006668
73,525633.3267375698
80,529281.5350267427
82,598168.8699513911
80,472618.5799944013
78,596569.8626700916
70,622556.6560829689
86,625596.7757011432
77,759726.4379316878
105,799822.2371543336
87,595905.6486176859
89,625522.3078194148
66,505397.6452788491
85,648688.7666511972
89,817595.1204407507
74,463245.4561715547
69,543803.3716294528
80,464013.25230624375
82,803696.6046836379
85,718969.6979973775
81,532383.4340991408
81,465595.2990265053
75,510966.1119894935
87,514721.1939608083
93,724104.5207533624
69,423364.4801581032
84,487818.4229917532
67,475879.2182281891
67,558093.1588988891
72,565109.036003625
75,529423.9797454333
92,647312.9580348652
68,569225.8833291029
82,597618.1166818924
84,591989.2917417388
74,538856.2883668666
70,474230.0135984404
82,726708.8699646373
75,560471.15484646
91,690479.0795637402
86,789562.1069773233
71,481439.2630923931
71,507117.0815103093
106,919259.193075818
65,387953.89705898426
84,653592.1125067729
78,557315.5580170541
84,577115.2273362926
64,443710.61099201866
75,521656.1667585809
83,721228.950117914
58,509509.6006538857
79,565504.6005250813
67,471048.17043439567
89,618011.0160155527
62,538846.0278906001
73,559396.7123910234
84,578410.148811518
85,580104.2315922795
70,581304.9862192115
86,656192.801529738
66,507400.3666696098
81,513263.3967941433
89,792248.2747662613
83,708125.9029291049
98,723323.4736129428
104,669782.1590091069
83,604183.6385723213
73,453354.58786330227
63,513394.6138265836
80,613963.0172856972
77,567891.1821648926
81,660251.9805541905
85,500205.75802166224
69,467879.7583417672
87,626380.3600737762
82,585651.1208463582
71,482298.2828305932
80,508743.753461582
81,640214.3387683333
70,489251.71374919335
80,617916.5088412336
84,604712.1950572497
76,535728.7648071578
79,509490.99872929865
76,592636.5014719523
60,388766.98408311093
72,551613.2639652523
74,481756.87517526955
91,665809.2715674974
80,548189.224368798
82,595565.0164000664
54,386542.9982702581
70,530073.985768997
82,595828.2982346186
90,590523.9960456234
100,735471.6508328002
72,645966.9255096595
87,595272.8474252729
62,427325.9479227328
81,723152.7026525212
65,459251.4692157161
72,465852.44071535324
97,588428.5798734452
68,607871.1525506271
73,467787.24583512323
75,580749.3147269712
70,495957.9154382942
69,476360.2902881895
80,561366.35359574
78,578655.5341239192
86,692407.5523332286
76,631656.7283650994
74,525939.5551421919
87,625284.135925885
71,484442.16341035767
83,663120.21396452
71,495181.8046485734
77,509948.52449951513
89,627319.1433589774
83,613077.6360234179
80,531495.4260596933
102,816020.4956006104
76,538958.317752782
80,659605.0595780866
77,557031.5947516485
87,565593.9320709723
71,465743.3705053615
91,713680.1804313746
74,454561.9516165424
68,538923.2427332902
89,896157.9436328991
70,731540.3942965412
70,512243.349131418
74,586303.935443991
79,560386.3566626902
76,523133.97790571343
64,549863.7474815134
76,589286.1600154286
76,484053.756554887
66,529219.032248406
78,629993.5277918775
87,701706.6695473242
69,503382.4395310691
80,429004.77443503845
84,596072.6914690937
80,575022.489677103
73,586972.2213508635
71,569757.7520208715
70,396459.4673484253
78,537419.84844072
74,539964.8249216295
78,427862.0790594759
66,633684.1435761914
81,520961.9253717887
68,481207.15502824116
67,434168.47757283883
83,602856.9349683386
83,558106.8641192554
86,669703.1170560203
79,609395.3005095889
78,627204.2645778584
90,617388.681207805
78,529345.9477965164
91,772210.0963235861
81,529151.2661995115
67,401541.6151001945
88,716758.1370521584
88,785298.2349517563
80,541214.9929503106
87,496868.8694102992
81,522531.134514908
64,439848.6097257712
84,632159.3430185504
73,646679.1751391458
77,479884.45626781904
86,702956.1735682556
77,561965.3732372767
82,652107.6353908947
93,671678.3895253025
65,419406.096295439
73,601487.102305088
95,543949.9406170466
76,446394.36126047303
84,523230.7819319238
96,743314.3716808525
77,561969.5337373016
88,719597.925569345
